cidade,dia,tmedia,tmax,tmin,chuva
Campina Grande,1993-01-02T00:00:00Z,26.133333333333333,30.4,20.7,0
Campina Grande,1993-01-03T00:00:00Z,25.666666666666664,31.5,19.3,0
Campina Grande,1993-01-04T00:00:00Z,25.166666666666668,29.7,20.4,0
Campina Grande,1993-01-05T00:00:00Z,27.166666666666668,32.4,21,0
Campina Grande,1993-01-06T00:00:00Z,27.4,32.4,21,0
Campina Grande,1993-01-07T00:00:00Z,25.933333333333334,30.2,20.9,0
Campina Grande,1993-01-08T00:00:00Z,25.900000000000002,30.5,19.9,0
Campina Grande,1993-01-09T00:00:00Z,25.6,30.5,20.8,0
Campina Grande,1993-01-10T00:00:00Z,25.766666666666666,32.2,19.7,0
Campina Grande,1993-02-02T00:00:00Z,25.333333333333336,29.7,20.8,0.4
Campina Grande,1993-02-03T00:00:00Z,25.7,30.8,19.9,0
Campina Grande,1993-02-04T00:00:00Z,25.733333333333334,31.2,20.1,0
Campina Grande,1993-02-05T00:00:00Z,25.966666666666665,32,20.3,0
Campina Grande,1993-02-06T00:00:00Z,25.966666666666665,31.7,19.9,0
Campina Grande,1993-02-07T00:00:00Z,26.1,31.4,20,0
Campina Grande,1993-02-08T00:00:00Z,26.333333333333332,31.7,21,0
Campina Grande,1993-02-09T00:00:00Z,25.966666666666665,30.7,20.5,0.3
Campina Grande,1993-02-10T00:00:00Z,26.066666666666666,30.8,20.6,0
Campina Grande,1993-02-11T00:00:00Z,26.433333333333334,31.9,19.6,0
Campina Grande,1993-02-12T00:00:00Z,26.666666666666664,32.3,20.8,0
Campina Grande,1993-02-13T00:00:00Z,26.633333333333333,32.7,20.3,0
Campina Grande,1993-02-14T00:00:00Z,26.233333333333334,31.8,21,0
Campina Grande,1993-02-15T00:00:00Z,26.633333333333333,32.7,21,0
Campina Grande,1993-02-16T00:00:00Z,26.566666666666666,32.3,20.6,0
Campina Grande,1993-02-17T00:00:00Z,26.266666666666666,31.6,20,0
Campina Grande,1993-02-18T00:00:00Z,25.9,32.4,20,0
Campina Grande,1993-02-19T00:00:00Z,26.133333333333333,30.9,20.2,0
Campina Grande,1993-02-20T00:00:00Z,26.266666666666666,31.7,21.4,0
Campina Grande,1993-02-21T00:00:00Z,26.6,32.2,21,0
Campina Grande,1993-02-22T00:00:00Z,26.633333333333336,32.2,21,0
Campina Grande,1993-02-23T00:00:00Z,26.733333333333334,32.2,20.4,0
Campina Grande,1993-02-24T00:00:00Z,26.433333333333334,32.2,21.1,0
Campina Grande,1993-02-25T00:00:00Z,25.9,30.7,20.6,4.9
Campina Grande,1993-02-26T00:00:00Z,26.466666666666665,31.6,21.3,0
Campina Grande,1993-02-27T00:00:00Z,26.533333333333335,32.3,21,0
Campina Grande,1993-02-28T00:00:00Z,26.566666666666666,32.3,21.2,0
Campina Grande,1993-11-02T00:00:00Z,26,32.1,19,0
Campina Grande,1993-11-03T00:00:00Z,25.633333333333333,31.4,19.4,0
Campina Grande,1993-11-04T00:00:00Z,26.066666666666666,31.4,20.3,0
Campina Grande,1993-11-05T00:00:00Z,25.3,30.8,20.2,0
Campina Grande,1993-11-06T00:00:00Z,25.833333333333332,31.8,20.6,0
Campina Grande,1993-11-07T00:00:00Z,25.633333333333333,30.7,19.9,1
Campina Grande,1993-11-08T00:00:00Z,26.066666666666666,31.2,21.2,0.1
Campina Grande,1993-11-09T00:00:00Z,26.1,29.7,21.5,0.2
Campina Grande,1993-11-10T00:00:00Z,24.2,28.5,19,2.9
Campina Grande,1993-11-11T00:00:00Z,24.633333333333333,29.7,19.5,1.9
Campina Grande,1993-11-12T00:00:00Z,25.466666666666665,30.8,20,0
Campina Grande,1993-11-13T00:00:00Z,24.5,29.7,20.3,0
Campina Grande,1993-11-14T00:00:00Z,24.933333333333334,29.6,19.3,0
Campina Grande,1993-11-15T00:00:00Z,23.866666666666667,29.8,19.7,0.3
Campina Grande,1993-11-16T00:00:00Z,26.033333333333335,31.4,19.9,0.1
Campina Grande,1993-11-17T00:00:00Z,26.033333333333335,32.1,21,0
Campina Grande,1993-11-18T00:00:00Z,26.233333333333334,31,20.7,0
Campina Grande,1993-11-19T00:00:00Z,26.366666666666667,31.3,21.1,0
Campina Grande,1993-11-20T00:00:00Z,26.6,32.2,21,0
Campina Grande,1993-11-21T00:00:00Z,26.3,30.8,21.3,0
Campina Grande,1993-11-22T00:00:00Z,25.900000000000002,31.7,21.3,0
Campina Grande,1993-11-23T00:00:00Z,24.766666666666666,29.4,20.3,1
Campina Grande,1993-11-24T00:00:00Z,25,31.2,20.3,0.2
Campina Grande,1993-11-25T00:00:00Z,25.46666666666667,30.9,20.4,0
Campina Grande,1993-11-26T00:00:00Z,25.6,30.3,19.9,0
Campina Grande,1993-11-27T00:00:00Z,26.1,30.8,21.6,0
Campina Grande,1993-11-28T00:00:00Z,27.166666666666668,32.7,21,0
Campina Grande,1993-11-29T00:00:00Z,26.866666666666667,32.2,21.2,0
Campina Grande,1993-11-30T00:00:00Z,26.366666666666667,30.2,21,0
Campina Grande,1993-12-01T00:00:00Z,26.400000000000002,31.3,20.9,0
Campina Grande,1993-12-02T00:00:00Z,25.733333333333334,29.9,20.6,0
Campina Grande,1993-12-03T00:00:00Z,25.866666666666667,30.8,19.9,0
Campina Grande,1993-12-04T00:00:00Z,25.6,29.8,20.3,0
Campina Grande,1993-12-05T00:00:00Z,24.2,29.4,20,1.5
Campina Grande,1993-12-06T00:00:00Z,25,29.7,20.8,0
Campina Grande,1993-12-07T00:00:00Z,25.833333333333332,30.8,20.7,0
Campina Grande,1993-12-08T00:00:00Z,25.3,31.3,20.4,0.1
Campina Grande,1993-12-09T00:00:00Z,26.066666666666666,31.2,20.5,0
Campina Grande,1993-12-10T00:00:00Z,26.633333333333333,31.5,21.5,0
Campina Grande,1993-12-11T00:00:00Z,26.1,31.2,21.2,0
Campina Grande,1993-12-12T00:00:00Z,26.6,31.9,21.2,0
Campina Grande,1993-12-13T00:00:00Z,26.133333333333333,30.6,21.2,0
Campina Grande,1993-12-14T00:00:00Z,25.366666666666667,30.9,20.2,0
Campina Grande,1993-12-15T00:00:00Z,26.466666666666665,31.7,20.7,0
Campina Grande,1993-12-16T00:00:00Z,26.266666666666666,31.6,20,0
Campina Grande,1993-12-17T00:00:00Z,26.166666666666668,31.7,20,0
Campina Grande,1993-12-18T00:00:00Z,26.53333333333333,31.9,21.1,0
Campina Grande,1993-12-19T00:00:00Z,26.733333333333334,32.2,21.3,0
Campina Grande,1993-12-20T00:00:00Z,26.866666666666667,32.4,21.8,0
Campina Grande,1993-12-21T00:00:00Z,26.6,32.1,20.7,0
Campina Grande,1993-12-22T00:00:00Z,27.066666666666666,32.4,21,0
Campina Grande,1993-12-23T00:00:00Z,25.433333333333334,31.5,20.4,0
Campina Grande,1993-12-24T00:00:00Z,26.033333333333335,31.1,20,1.8
Campina Grande,1993-12-25T00:00:00Z,26.2,30.7,20.7,0
Campina Grande,1993-12-26T00:00:00Z,26.266666666666666,31.7,20.2,0
Campina Grande,1993-12-27T00:00:00Z,27.033333333333335,32.2,21.2,0
Campina Grande,1993-12-28T00:00:00Z,26.566666666666666,30.8,21.1,0
Campina Grande,1993-12-29T00:00:00Z,26.233333333333334,31.3,20.8,0.8
Campina Grande,1993-12-30T00:00:00Z,26.7,31.6,20.2,0
Campina Grande,1993-12-31T00:00:00Z,26.8,31.9,21.2,0
Campina Grande,1994-01-01T00:00:00Z,27.1,32.6,21.7,0
Campina Grande,1994-01-02T00:00:00Z,26.7,32.3,20.9,0
Campina Grande,1994-01-03T00:00:00Z,26.7,31.6,21.7,0
Campina Grande,1994-01-04T00:00:00Z,25.1,28,21.9,1.3
Campina Grande,1994-01-05T00:00:00Z,24.333333333333332,27.8,21.6,0.9
Campina Grande,1994-01-06T00:00:00Z,25.466666666666665,29.5,21.1,6.1
Campina Grande,1994-01-07T00:00:00Z,25.9,30.7,21.1,0
Campina Grande,1994-01-08T00:00:00Z,26.766666666666666,31.9,21,0
Campina Grande,1994-01-09T00:00:00Z,26.666666666666668,32,21.2,0
Campina Grande,1994-01-10T00:00:00Z,26.933333333333334,32.2,21.1,0
Campina Grande,1994-01-11T00:00:00Z,26.766666666666666,32.4,21.1,0
Campina Grande,1994-01-12T00:00:00Z,26.5,30.9,20.5,0
Campina Grande,1994-01-13T00:00:00Z,26.633333333333333,31.5,20.8,0.4
Campina Grande,1994-01-14T00:00:00Z,24.233333333333334,30.4,21.1,0
Campina Grande,1994-01-15T00:00:00Z,25.933333333333334,32.1,21.4,2
Campina Grande,1994-01-16T00:00:00Z,26.966666666666665,32.2,21.2,0
Campina Grande,1994-01-17T00:00:00Z,27.033333333333335,32.6,21.7,0
Campina Grande,1994-01-18T00:00:00Z,27.266666666666666,32.9,21.7,0
Campina Grande,1994-01-19T00:00:00Z,26.7,31.9,20.8,1.3
Campina Grande,1994-01-20T00:00:00Z,26.96666666666667,32,21.1,1.7
Campina Grande,1994-01-21T00:00:00Z,24,27.4,22,0.5
Campina Grande,1994-01-22T00:00:00Z,25.2,29.6,21,2.7
Campina Grande,1994-01-23T00:00:00Z,26.3,31.5,21.2,1.3
Campina Grande,1994-01-24T00:00:00Z,26.03333333333333,31.2,21,0
Campina Grande,1994-01-25T00:00:00Z,27,31.5,20.8,0
Campina Grande,1994-01-26T00:00:00Z,26.466666666666665,32.3,21,0
Campina Grande,1994-01-27T00:00:00Z,26,30.3,21.3,0
Campina Grande,1994-01-28T00:00:00Z,25.766666666666666,30.5,21.2,0
Campina Grande,1994-01-29T00:00:00Z,26.1,30.7,21.1,0
Campina Grande,1994-01-30T00:00:00Z,26.866666666666667,32.5,21.3,0
Campina Grande,1994-01-31T00:00:00Z,26.5,31.4,21.1,0
Campina Grande,1994-02-01T00:00:00Z,26.8,31.9,20.8,0
Campina Grande,1994-02-02T00:00:00Z,27.066666666666666,32.8,20.9,0
Campina Grande,1994-02-03T00:00:00Z,27.53333333333333,33.3,21.4,0.3
Campina Grande,1994-02-04T00:00:00Z,27.166666666666668,33.2,20.6,0
Campina Grande,1994-02-05T00:00:00Z,24.666666666666668,27.8,21.3,0
Campina Grande,1994-02-06T00:00:00Z,25.633333333333333,31.1,20.9,1.4
Campina Grande,1994-02-07T00:00:00Z,26.666666666666668,31,20.5,0.2
Campina Grande,1994-02-08T00:00:00Z,25.3,30.3,21.5,0
Campina Grande,1994-02-09T00:00:00Z,25.933333333333334,31,21.5,0.8
Campina Grande,1994-02-10T00:00:00Z,26.633333333333333,31.7,20.9,0
Campina Grande,1994-02-11T00:00:00Z,25.933333333333334,31.3,21,0
Campina Grande,1994-02-12T00:00:00Z,26.5,31.9,21.2,0
Campina Grande,1994-02-13T00:00:00Z,24.8,29,21,12.8
Campina Grande,1994-02-14T00:00:00Z,24.933333333333334,30.4,21.3,0
Campina Grande,1994-02-15T00:00:00Z,26.066666666666666,31,21.1,0
Campina Grande,1994-02-16T00:00:00Z,26.233333333333334,30.1,21,0
Campina Grande,1994-02-17T00:00:00Z,25.033333333333335,30.2,21.3,0.8
Campina Grande,1994-02-18T00:00:00Z,26.066666666666666,31.2,21.6,0.4
Campina Grande,1994-02-19T00:00:00Z,26.566666666666666,32.2,21.3,0
Campina Grande,1994-02-20T00:00:00Z,26.8,31.7,21.9,0
Campina Grande,1994-02-21T00:00:00Z,26.433333333333334,31.9,21.8,0
Campina Grande,1994-02-22T00:00:00Z,26.266666666666666,30.8,21.8,0
Campina Grande,1994-02-23T00:00:00Z,26.233333333333334,32,21.1,0
Campina Grande,1994-02-24T00:00:00Z,26.96666666666667,33,20.7,0
Campina Grande,1994-02-25T00:00:00Z,26.366666666666667,30.9,22.1,0
Campina Grande,1994-02-26T00:00:00Z,26.466666666666665,30.9,22,0
Campina Grande,1994-02-27T00:00:00Z,26,30,22.1,4.1
Campina Grande,1994-02-28T00:00:00Z,26.8,31.6,22.2,0
Campina Grande,1994-03-01T00:00:00Z,26.166666666666668,31.3,21.6,0
Campina Grande,1994-03-02T00:00:00Z,25.4,30.2,22.1,12.4
Campina Grande,1994-03-03T00:00:00Z,26.266666666666666,30.2,21.9,0
Campina Grande,1994-03-04T00:00:00Z,26.266666666666666,30.9,22,0
Campina Grande,1994-03-05T00:00:00Z,26.3,30.9,21.2,0
Campina Grande,1994-03-06T00:00:00Z,26.566666666666666,31.7,21.3,0
Campina Grande,1994-03-07T00:00:00Z,27.266666666666666,33,21.4,0
Campina Grande,1994-03-08T00:00:00Z,27.96666666666667,33.2,21.5,0
Campina Grande,1994-03-09T00:00:00Z,27.566666666666666,32.8,20.7,0
Campina Grande,1994-03-10T00:00:00Z,27.533333333333335,32.3,21.2,0
Campina Grande,1994-03-11T00:00:00Z,28.1,33.8,20.3,0
Campina Grande,1994-03-12T00:00:00Z,27.9,33.6,21.7,0
Campina Grande,1994-03-13T00:00:00Z,28.166666666666668,33.3,20.3,0
Campina Grande,1994-03-14T00:00:00Z,24.566666666666666,30.2,21.5,0
Campina Grande,1994-03-15T00:00:00Z,25.333333333333332,29.3,21,32.4
Campina Grande,1994-03-16T00:00:00Z,26.033333333333335,29.8,21.5,0.4
Campina Grande,1994-03-17T00:00:00Z,26.5,31,21.8,1.8
Campina Grande,1994-03-18T00:00:00Z,26.633333333333333,31.8,21.4,0
Campina Grande,1994-03-19T00:00:00Z,26.233333333333334,30.1,22.1,0
Campina Grande,1994-03-20T00:00:00Z,25.166666666666668,29.4,22,0
Campina Grande,1994-03-21T00:00:00Z,25.8,30.5,22,10.2
Campina Grande,1994-03-22T00:00:00Z,25.400000000000002,28.7,21.7,0
Campina Grande,1994-03-23T00:00:00Z,25.266666666666666,30.4,21,0.3
Campina Grande,1994-03-24T00:00:00Z,26.733333333333334,30.9,21.7,0
Campina Grande,1994-03-25T00:00:00Z,22.5,24.9,21,16.8
Campina Grande,1994-03-26T00:00:00Z,23.3,26.2,21.2,14.8
Campina Grande,1994-03-27T00:00:00Z,25.866666666666667,29.7,21.3,5.5
Campina Grande,1994-03-28T00:00:00Z,22.833333333333332,24.4,21.1,1.5
Campina Grande,1994-03-29T00:00:00Z,25.066666666666666,29,21.2,28.3
Campina Grande,1994-03-30T00:00:00Z,23,26,20.8,1.2
Campina Grande,1994-03-31T00:00:00Z,24.5,28.3,20.7,8.6
Campina Grande,1994-04-01T00:00:00Z,25.566666666666666,29.4,21,0.1
Campina Grande,1994-04-02T00:00:00Z,22.866666666666667,25.8,21.3,0.5
Campina Grande,1994-04-03T00:00:00Z,23.033333333333335,25.6,19.5,11.2
Campina Grande,1994-04-04T00:00:00Z,24.466666666666665,28.7,21.2,26.8
Campina Grande,1994-04-05T00:00:00Z,25.633333333333333,29.5,22.1,0
Campina Grande,1994-04-06T00:00:00Z,23.866666666666667,28,20.1,0
Campina Grande,1994-04-07T00:00:00Z,24.866666666666667,28.3,20.7,13.9
Campina Grande,1994-04-08T00:00:00Z,25.6,29.2,20.9,0
Campina Grande,1994-04-09T00:00:00Z,25.533333333333335,28.9,20.4,0.9
Campina Grande,1994-04-10T00:00:00Z,24.866666666666667,27.9,20.8,0
Campina Grande,1994-04-11T00:00:00Z,25.6,29.3,21.1,0
Campina Grande,1994-04-12T00:00:00Z,24.166666666666668,25.9,21.2,0
Campina Grande,1994-04-13T00:00:00Z,24.566666666666666,28.6,21.4,0
Campina Grande,1994-04-14T00:00:00Z,25.533333333333335,29.2,20.7,0.2
Campina Grande,1994-04-15T00:00:00Z,25.466666666666665,29.1,20.3,0
Campina Grande,1994-04-16T00:00:00Z,25.96666666666667,30.2,20.8,0
Campina Grande,1994-04-17T00:00:00Z,24.933333333333334,28.7,20.3,0
Campina Grande,1994-04-18T00:00:00Z,22.8,24.6,20.6,10.4
Campina Grande,1994-04-19T00:00:00Z,24,27.7,21,4.2
Campina Grande,1994-04-20T00:00:00Z,25.23333333333333,28.9,20.3,2.4
Campina Grande,1994-04-21T00:00:00Z,25.366666666666667,28.8,20.2,0
Campina Grande,1994-04-22T00:00:00Z,24.266666666666666,28.9,20.7,0.4
Campina Grande,1994-04-23T00:00:00Z,25.433333333333334,29.8,19.6,0
Campina Grande,1994-04-24T00:00:00Z,25.466666666666665,28.2,20.2,0
Campina Grande,1994-04-25T00:00:00Z,24.6,28.4,20.7,0
Campina Grande,1994-04-26T00:00:00Z,24.133333333333333,27.8,20.8,4.3
Campina Grande,1994-04-27T00:00:00Z,25.166666666666668,27.7,20.5,0.5
Campina Grande,1994-04-28T00:00:00Z,24.5,29.3,20.3,0
Campina Grande,1994-04-29T00:00:00Z,24.566666666666666,28.6,20.4,2
Campina Grande,1994-04-30T00:00:00Z,25.366666666666667,29.7,20.2,0
Campina Grande,1995-01-02T00:00:00Z,25.433333333333334,29.5,18.7,0.5
Campina Grande,1995-01-03T00:00:00Z,25.733333333333334,30.4,18.5,0.5
Campina Grande,1995-01-04T00:00:00Z,25.1,29.2,20.8,0
Campina Grande,1995-01-05T00:00:00Z,25.033333333333335,28.8,20.2,0
Campina Grande,1995-01-06T00:00:00Z,25.2,29.3,21,0
Campina Grande,1995-01-07T00:00:00Z,23.866666666666667,26.9,20.2,0.3
Campina Grande,1995-01-08T00:00:00Z,25.099999999999998,28.9,20.1,0.1
Campina Grande,1995-01-09T00:00:00Z,25.3,29.9,19.3,0
Campina Grande,1995-01-10T00:00:00Z,24.96666666666667,29.1,20.3,0
Campina Grande,1995-01-11T00:00:00Z,25.166666666666668,30,19.3,0
Campina Grande,1995-01-12T00:00:00Z,25.633333333333333,30.3,20.1,0
Campina Grande,1995-01-13T00:00:00Z,25.333333333333332,29.9,20.1,0
Campina Grande,1995-01-14T00:00:00Z,26.233333333333334,31.8,19,0
Campina Grande,1995-01-15T00:00:00Z,26.566666666666666,31.5,19.9,0
Campina Grande,1995-01-16T00:00:00Z,26.366666666666667,31.7,19.7,0
Campina Grande,1995-01-17T00:00:00Z,25.333333333333332,31.2,20.5,0.7
Campina Grande,1995-01-18T00:00:00Z,26.4,31.3,20.7,0
Campina Grande,1995-01-19T00:00:00Z,25.9,31,19.9,0
Campina Grande,1995-01-20T00:00:00Z,26.066666666666666,31.9,20,0
Campina Grande,1995-01-21T00:00:00Z,25.733333333333334,31.4,20.2,0
Campina Grande,1995-01-22T00:00:00Z,26.3,32.4,22,0
Campina Grande,1995-01-23T00:00:00Z,27.333333333333336,32.5,22,0
Campina Grande,1995-01-24T00:00:00Z,26.633333333333333,31.8,20.5,0
Campina Grande,1995-01-25T00:00:00Z,25.7,31,20.7,0
Campina Grande,1995-01-26T00:00:00Z,26.2,31.2,20.7,0
Campina Grande,1995-01-27T00:00:00Z,27.233333333333334,32.4,21.3,0
Campina Grande,1995-01-28T00:00:00Z,26.433333333333334,32,20,0
Campina Grande,1995-01-29T00:00:00Z,26.5,31.5,21.7,0
Campina Grande,1995-01-30T00:00:00Z,27.599999999999998,32.5,21.7,0
Campina Grande,1995-01-31T00:00:00Z,26.566666666666666,31.4,21,0
Campina Grande,1995-02-01T00:00:00Z,25.5,29.4,20.8,0
Campina Grande,1995-02-02T00:00:00Z,27.1,32.4,21.7,0
Campina Grande,1995-02-03T00:00:00Z,25.9,29.6,21.5,0
Campina Grande,1995-02-04T00:00:00Z,25.7,29.8,20.2,0.3
Campina Grande,1995-02-05T00:00:00Z,26.3,32.7,21.5,0
Campina Grande,1995-02-06T00:00:00Z,24.166666666666668,29.9,21.2,0.1
Campina Grande,1995-02-07T00:00:00Z,24.633333333333333,30,21.5,0.5
Campina Grande,1995-02-08T00:00:00Z,26.133333333333333,32.3,21.2,0.7
Campina Grande,1995-02-09T00:00:00Z,26.566666666666666,31.6,21.3,0
Campina Grande,1995-02-10T00:00:00Z,24.666666666666668,27.8,22,1
Campina Grande,1995-02-11T00:00:00Z,25.766666666666666,30.1,21.1,0.7
Campina Grande,1995-02-12T00:00:00Z,26.3,31.6,20.9,0.5
Campina Grande,1995-02-13T00:00:00Z,27.03333333333333,31.4,19.5,0
Campina Grande,1995-02-14T00:00:00Z,27.066666666666666,32.8,21.2,0.1
Campina Grande,1995-02-15T00:00:00Z,27.066666666666666,31.7,21.3,0
Campina Grande,1995-02-16T00:00:00Z,25.266666666666666,29.1,22.3,0
Campina Grande,1995-02-17T00:00:00Z,25.933333333333334,31.7,20.2,1.6
Campina Grande,1995-02-18T00:00:00Z,24.400000000000002,27.2,21.8,1
Campina Grande,1995-02-19T00:00:00Z,25.866666666666667,31,21.1,9.4
Campina Grande,1995-02-20T00:00:00Z,25.766666666666666,30.7,20,0
Campina Grande,1995-02-21T00:00:00Z,26.1,30.9,21,0
Campina Grande,1995-02-22T00:00:00Z,25.833333333333332,30.8,20.7,0
Campina Grande,1995-02-23T00:00:00Z,26.866666666666667,32.1,21.2,0
Campina Grande,1995-02-24T00:00:00Z,26.933333333333334,32.1,20.9,0
Campina Grande,1995-02-25T00:00:00Z,27.1,31.8,21.2,0
Campina Grande,1995-02-26T00:00:00Z,26.4,31.4,21.4,0
Campina Grande,1995-02-27T00:00:00Z,26.8,31.5,20.4,0
Campina Grande,1995-02-28T00:00:00Z,26.933333333333334,32,20.9,0
Campina Grande,1995-03-01T00:00:00Z,27.233333333333334,32.7,21.1,0
Campina Grande,1995-03-02T00:00:00Z,27.066666666666666,32,20.8,0
Campina Grande,1995-03-03T00:00:00Z,27.366666666666667,31.9,21.1,0
Campina Grande,1995-03-04T00:00:00Z,25.966666666666665,30.8,20.3,0
Campina Grande,1995-03-05T00:00:00Z,26.733333333333334,31.9,20.8,0
Campina Grande,1995-03-06T00:00:00Z,24.066666666666666,28.2,18.2,0
Campina Grande,1995-03-07T00:00:00Z,25.7,30.2,21.4,5.4
Campina Grande,1995-03-08T00:00:00Z,26.4,31.3,20.4,0
Campina Grande,1995-03-09T00:00:00Z,26.3,31,20.7,0
Campina Grande,1995-03-10T00:00:00Z,26.766666666666666,31.8,21.5,0
Campina Grande,1995-03-11T00:00:00Z,26.866666666666667,32.1,21.4,0
Campina Grande,1995-03-12T00:00:00Z,27.133333333333333,32.5,21.4,0
Campina Grande,1995-03-13T00:00:00Z,26,30.3,21.1,1
Campina Grande,1995-03-14T00:00:00Z,26.7,31.4,21.2,0
Campina Grande,1995-03-15T00:00:00Z,24.599999999999998,30.9,21.3,0
Campina Grande,1995-03-16T00:00:00Z,25.433333333333334,30.2,21.3,17.3
Campina Grande,1995-03-17T00:00:00Z,26.366666666666667,30.6,20.7,0.5
Campina Grande,1995-03-18T00:00:00Z,26.9,32,22.2,0
Campina Grande,1995-03-19T00:00:00Z,27.03333333333333,31.8,22,0
Campina Grande,1995-03-20T00:00:00Z,26.333333333333332,31.5,21.1,0
Campina Grande,1995-03-21T00:00:00Z,27.266666666666666,31.5,21.1,0
Campina Grande,1995-03-22T00:00:00Z,27,31.7,21.8,0.1
Campina Grande,1995-03-23T00:00:00Z,27.333333333333332,32.7,22,0
Campina Grande,1995-03-24T00:00:00Z,26.4,32.2,22.2,0
Campina Grande,1995-03-25T00:00:00Z,26.366666666666667,31.1,22.3,0
Campina Grande,1995-03-26T00:00:00Z,26.566666666666666,31.2,20.7,6.1
Campina Grande,1995-03-27T00:00:00Z,25.733333333333334,29.7,20.7,9.8
Campina Grande,1995-03-28T00:00:00Z,26.133333333333333,30,20.8,0
Campina Grande,1995-03-29T00:00:00Z,26.066666666666666,31.3,19.7,0
Campina Grande,1995-03-30T00:00:00Z,26.3,31.3,21.7,0
Campina Grande,1995-03-31T00:00:00Z,25.599999999999998,29.4,21.3,13.7
Campina Grande,1995-04-01T00:00:00Z,26,29.6,21.6,5.2
Campina Grande,1995-04-02T00:00:00Z,26.03333333333333,30,21.1,0
Campina Grande,1995-04-03T00:00:00Z,27.2,31.3,21.1,0
Campina Grande,1995-04-04T00:00:00Z,25.1,30.8,22,0
Campina Grande,1995-04-05T00:00:00Z,24.4,28.3,21.2,4.1
Campina Grande,1995-04-06T00:00:00Z,24.933333333333334,28.4,21,12.2
Campina Grande,1995-04-07T00:00:00Z,25.5,29.3,20.3,1.6
Campina Grande,1995-04-08T00:00:00Z,25.466666666666665,29,19.9,0
Campina Grande,1995-04-09T00:00:00Z,25.166666666666668,31.9,19.2,0
Campina Grande,1995-04-10T00:00:00Z,23.566666666666666,27.4,20.3,9
Campina Grande,1995-04-11T00:00:00Z,22.966666666666665,27.3,21,1.9
Campina Grande,1995-04-12T00:00:00Z,23.3,28.2,21.2,34.9
Campina Grande,1995-04-13T00:00:00Z,23.5,27.7,21.5,7.8
Campina Grande,1995-04-14T00:00:00Z,24.2,28,21.9,4.2
Campina Grande,1995-04-15T00:00:00Z,25.133333333333333,27.8,21.2,19.6
Campina Grande,1995-04-16T00:00:00Z,24.433333333333334,28.9,21.8,0.3
Campina Grande,1995-04-17T00:00:00Z,25.866666666666667,30,19.7,0.1
Campina Grande,1995-04-18T00:00:00Z,25.5,29,20.3,0
Campina Grande,1995-04-19T00:00:00Z,23.833333333333332,27.4,21.2,3.4
Campina Grande,1995-04-20T00:00:00Z,24.266666666666666,27.2,20.9,27.1
Campina Grande,1995-04-21T00:00:00Z,24.9,28.7,19.7,0.2
Campina Grande,1995-04-22T00:00:00Z,25.633333333333333,29.7,18.9,0
Campina Grande,1995-04-23T00:00:00Z,25.666666666666664,29.7,21,0
Campina Grande,1995-04-24T00:00:00Z,26.133333333333333,29.8,21.2,0.4
Campina Grande,1995-04-25T00:00:00Z,25.53333333333333,29.8,21.2,0
Campina Grande,1995-04-26T00:00:00Z,25.2,30.1,20.3,0
Campina Grande,1995-04-27T00:00:00Z,25.433333333333334,29.5,20,0
Campina Grande,1995-04-28T00:00:00Z,26.133333333333333,29.7,20.7,0
Campina Grande,1995-04-29T00:00:00Z,25.03333333333333,29,20.2,0
Campina Grande,1995-04-30T00:00:00Z,24.333333333333332,27.8,21.2,0.4
Campina Grande,1995-05-01T00:00:00Z,24.633333333333333,27.5,21.6,0.1
Campina Grande,1995-05-02T00:00:00Z,24.266666666666666,28.7,20.7,0
Campina Grande,1995-05-03T00:00:00Z,25.6,29.6,20.1,0.4
Campina Grande,1995-05-04T00:00:00Z,25.7,30,20.7,0
Campina Grande,1995-05-05T00:00:00Z,25.266666666666666,28.6,20.6,0.1
Campina Grande,1995-05-06T00:00:00Z,25.466666666666665,30,20,1
Campina Grande,1995-05-07T00:00:00Z,26.066666666666666,30.1,20.9,0
Campina Grande,1995-05-08T00:00:00Z,26.166666666666668,30.1,20.9,0
Campina Grande,1995-05-09T00:00:00Z,26.5,30.7,19.5,0
Campina Grande,1995-05-10T00:00:00Z,26.666666666666668,30.5,20.1,0
Campina Grande,1995-05-11T00:00:00Z,25.566666666666666,30.6,19.9,0
Campina Grande,1995-05-12T00:00:00Z,26,30.1,21.2,1.4
Campina Grande,1995-05-13T00:00:00Z,26.433333333333334,31,21.4,0
Campina Grande,1995-05-14T00:00:00Z,25.866666666666667,30.7,19.9,0
Campina Grande,1995-05-15T00:00:00Z,24.166666666666668,27.1,19.1,15.2
Campina Grande,1995-05-16T00:00:00Z,24.633333333333333,28.2,20.3,0
Campina Grande,1995-05-17T00:00:00Z,25.7,29.6,20.8,0
Campina Grande,1995-05-18T00:00:00Z,25.666666666666668,29.3,21.4,0
Campina Grande,1995-05-19T00:00:00Z,25.733333333333334,30.3,21.1,0.1
Campina Grande,1995-05-20T00:00:00Z,23.2,26,21.1,1.8
Campina Grande,1995-05-21T00:00:00Z,24.2,27.1,20.2,0
Campina Grande,1995-05-22T00:00:00Z,25.53333333333333,28.8,19.8,0
Campina Grande,1995-05-23T00:00:00Z,24.2,29.2,21.5,1.7
Campina Grande,1995-05-24T00:00:00Z,25.233333333333334,29.3,21.3,0.5
Campina Grande,1995-05-25T00:00:00Z,24.400000000000002,27.5,20.5,11.2
